MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
367777123,2024-01-15T01:55:00,29.30045,-94.57704,5.3,98.6,101,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T01:55:00,29.53564,-95.18051,9.1,256.8,259,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T01:55:00,29.51858,-94.70656,0.0,280.1,280,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T01:55:00,29.74229,-95.00197,0.3,353.6,356,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T01:55:00,29.37890,-94.51110,7.7,54.3,53,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:00:00,29.41636,-95.33418,15.1,222.8,226,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:00:00,29.98773,-95.03447,9.9,314.2,312,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:00:00,29.75301,-94.79039,5.7,89.5,92,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:00:00,29.29910,-94.56640,6.8,102.5,98,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:00:00,29.53131,-95.19692,10.7,256.0,253,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:00:00,29.51858,-94.70656,0.0,293.9,293,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:00:00,29.74229,-95.00197,0.0,3.9,358,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:00:00,29.38546,-94.50401,6.5,43.7,43,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:05:00,29.40553,-95.34672,11.1,223.5,225,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:05:00,29.99755,-95.04469,9.5,318.7,317,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:05:00,29.75164,-94.78083,6.1,101.5,99,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:05:00,29.29861,-94.55982,4.1,96.5,94,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:05:00,29.52392,-95.21117,10.4,239.2,239,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:05:00,29.51872,-94.70680,0.2,308.6,304,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:05:00,29.74229,-95.00197,0.0,4.6,5,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:05:00,29.39162,-94.49943,5.3,32.6,32,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:10:00,29.39519,-95.36075,11.5,233.3,229,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:10:00,30.01129,-95.05432,11.6,327.5,328,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:10:00,29.74890,-94.77243,5.6,105.9,110,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:10:00,29.29808,-94.55587,2.5,103.0,98,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:10:00,29.51544,-95.22167,9.0,228.5,227,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:10:00,29.51875,-94.70685,0.0,305.1,303,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:10:00,29.74265,-95.00197,0.3,358.1,359,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:10:00,29.39867,-94.49401,6.1,34.5,33,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:15:00,29.38658,-95.37848,12.7,242.1,240,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:15:00,30.02499,-95.05972,10.4,337.6,341,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:15:00,29.74805,-94.76292,6.0,98.9,95,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:15:00,29.29625,-94.54749,5.4,100.7,104,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:15:00,29.50841,-95.23176,8.1,230.6,231,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:15:00,29.51910,-94.70727,0.4,310.5,313,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:15:00,29.74265,-95.00197,0.0,2.2,1,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:15:00,29.40555,-94.48987,5.6,32.5,27,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:20:00,29.37978,-95.39640,12.3,248.9,246,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:20:00,30.04041,-95.06472,11.5,344.3,344,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:20:00,29.74685,-94.75421,5.5,97.6,99,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:20:00,29.29346,-94.53749,6.6,109.5,107,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:20:00,29.50226,-95.24193,7.8,239.2,235,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:20:00,29.51910,-94.70727,0.0,307.2,307,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:20:00,29.74265,-95.00197,0.0,357.8,355,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:20:00,29.41218,-94.48759,5.0,17.1,16,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:25:00,29.37654,-95.41172,9.9,253.9,256,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:25:00,30.05306,-95.06898,9.5,346.8,343,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:25:00,29.74377,-94.74583,5.7,109.4,112,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:25:00,29.29014,-94.53049,5.0,120.8,118,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:25:00,29.49257,-95.25575,11.1,234.1,231,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
366515000,2024-01-15T02:25:00,,-181.0,11.1,234.1,231,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:25:00,29.51922,-94.70746,0.1,308.2,306,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:25:00,29.74265,-95.00197,0.0,4.6,8,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:25:00,29.41824,-94.48730,4.4,6.3,2,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:30:00,29.36827,-95.43055,13.2,246.5,243,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:30:00,30.06537,-95.07477,9.6,336.9,337,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:30:00,29.74003,-94.73556,7.0,108.7,112,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:30:00,29.28839,-94.52417,4.2,107.1,107,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:30:00,29.48444,-95.26639,8.9,231.1,228,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:30:00,29.51922,-94.70746,0.0,299.9,303,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:30:00,29.74265,-95.00197,0.0,353.2,354,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:30:00,29.42774,-94.48419,7.1,19.5,15,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:35:00,29.36471,-95.44909,11.9,256.2,257,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:35:00,30.07558,-95.08198,8.6,324.8,328,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:35:00,29.73732,-94.72943,4.3,118.0,116,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
368080720,2024-01-15T02:35:00,0.0,0.0,4.3,118.0,116,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:35:00,29.28533,-94.51703,5.0,113.6,116,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:35:00,29.47789,-95.27784,8.6,233.8,236,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:35:00,29.51939,-94.70766,0.2,313.3,314,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:35:00,29.74266,-95.00197,0.0,1.7,5,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:35:00,29.43522,-94.48291,5.4,5.2,8,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:40:00,29.36357,-95.46929,12.7,263.7,266,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:40:00,30.08606,-95.09260,10.0,314.3,318,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:40:00,29.73484,-94.72363,4.0,119.0,116,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:40:00,29.28388,-94.51059,4.2,104.5,104,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:40:00,29.47208,-95.29410,11.0,247.9,247,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:40:00,29.51972,-94.70788,0.3,324.5,328,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:40:00,29.74266,-95.00197,0.0,9.1,5,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:40:00,29.44431,-94.48366,6.6,357.0,355,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:45:00,29.36291,-95.48878,12.2,266.0,267,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:45:00,30.09843,-95.10473,11.7,319.2,319,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:45:00,29.72858,-94.71401,7.5,128.4,126,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:45:00,29.28108,-94.50229,5.6,108.3,111,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:45:00,29.46697,-95.30746,9.1,245.5,246,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:45:00,29.52011,-94.70817,0.3,328.4,326,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:45:00,29.74293,-95.00201,0.2,355.3,352,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:45:00,29.45461,-94.48711,7.7,346.2,343,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:50:00,29.36280,-95.50631,11.0,267.9,269,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:50:00,30.10776,-95.11540,9.4,316.9,315,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:50:00,29.72071,-94.70665,7.3,141.9,140,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:50:00,29.27938,-94.49778,3.1,110.6,113,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:50:00,29.46405,-95.32158,9.1,255.3,256,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:50:00,29.52043,-94.70840,0.3,332.0,328,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:50:00,29.74331,-95.00205,0.3,356.8,355,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
,2024-01-15T02:50:00,29.74331,-95.00205,0.3,356.8,355,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:50:00,29.46175,-94.48759,5.1,359.9,356,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T02:55:00,29.36083,-95.52737,13.3,262.3,263,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
366999001,2024-01-15T02:55:00,29.36083,-95.52737,13.3,262.3,263,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T02:55:00,30.12128,-95.12579,11.7,327.1,326,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T02:55:00,29.71483,-94.69761,7.1,129.3,126,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T02:55:00,29.27648,-94.48913,5.8,109.4,111,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T02:55:00,29.46170,-95.33508,8.6,254.5,258,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T02:55:00,29.52043,-94.70840,0.0,319.8,318,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T02:55:00,29.74331,-95.00205,0.0,354.4,354,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T02:55:00,29.47179,-94.48672,7.3,0.4,4,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:00:00,29.35891,-95.54657,12.1,265.1,263,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:00:00,30.13438,-95.13710,11.8,324.2,323,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
367123450,2024-01-15T03:00:00,30.13438,-95.13710,11.8,324.2,323,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:00:00,29.71134,-94.68936,5.7,113.5,115,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:00:00,29.27568,-94.48077,5.3,98.7,96,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:00:00,29.45962,-95.34702,7.6,262.0,258,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:00:00,29.52072,-94.70886,0.4,309.4,305,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:00:00,29.74377,-95.00199,0.3,6.6,5,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:00:00,29.47973,-94.48502,5.8,9.7,10,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:05:00,29.35973,-95.56815,13.6,273.7,272,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:05:00,30.14722,-95.14377,10.1,331.7,335,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:05:00,29.70756,-94.68069,6.1,115.6,116,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:05:00,29.27546,-94.47106,6.1,89.8,91,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:05:00,29.45739,-95.36019,8.4,263.0,258,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:05:00,29.52090,-94.70909,0.2,315.8,312,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:05:00,29.74378,-95.00199,0.0,357.8,356,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:05:00,29.48800,-94.48243,6.2,12.0,15,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:10:00,29.36234,-95.58459,10.5,279.8,280,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:10:00,30.16018,-95.14989,10.1,339.1,337,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:10:00,29.70481,-94.66977,7.1,101.9,106,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:10:00,29.27581,-94.46593,3.2,83.3,85,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:10:00,29.45500,-95.37259,8.0,253.1,257,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:10:00,29.52104,-94.70936,0.2,303.6,299,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:10:00,29.74378,-95.00199,0.0,356.2,355,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:10:00,29.49364,-94.47912,4.6,26.6,27,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:15:00,29.36508,-95.60328,11.9,276.1,279,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:15:00,30.17068,-95.15812,9.1,329.9,325,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:15:00,29.70393,-94.66074,5.7,93.8,96,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:15:00,29.27628,-94.46100,3.1,83.9,83,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:15:00,29.45198,-95.38540,8.3,253.2,254,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:15:00,29.52129,-94.70972,0.3,310.1,308,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:15:00,29.74403,-95.00205,0.2,351.4,349,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:15:00,29.50063,-94.47254,6.5,43.0,39,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:20:00,29.36654,-95.62221,11.9,279.7,275,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:20:00,30.18136,-95.16755,9.7,323.6,322,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:20:00,29.70192,-94.65213,5.6,108.2,105,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:20:00,29.27580,-94.45213,5.6,96.0,93,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:20:00,29.44893,-95.39649,7.3,251.1,252,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:20:00,29.52140,-94.70995,0.2,296.2,299,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:20:00,29.74403,-95.00205,0.0,334.1,338,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:20:00,29.50751,-94.46845,5.6,30.0,27,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:25:00,29.36659,-95.64252,12.7,272.8,270,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:25:00,30.19160,-95.17787,9.8,315.6,318,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:25:00,29.70114,-94.64212,6.3,94.5,95,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:25:00,29.27530,-94.44845,2.3,96.3,98,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:25:00,29.44506,-95.40941,8.6,251.3,250,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:25:00,29.52178,-94.71050,0.4,308.0,308,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:25:00,29.74403,-95.00205,0.0,352.5,352,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:25:00,29.51723,-94.46353,7.6,24.1,23,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:30:00,29.36315,-95.66348,13.4,256.8,259,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:30:00,30.20127,-95.18429,8.0,330.7,330,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:30:00,29.70139,-94.63040,7.3,91.3,88,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:30:00,29.27402,-94.44463,2.6,107.5,111,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:30:00,29.44029,-95.42406,9.8,248.0,249,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
,2024-01-15T03:30:00,29.44029,-95.42406,9.8,248.0,249,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:30:00,29.52188,-94.71074,0.2,294.9,294,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:30:00,29.74422,-95.00213,0.1,343.0,338,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:30:00,29.52391,-94.45940,5.5,31.2,28,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:35:00,29.36175,-95.68250,12.0,261.6,265,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:35:00,30.21574,-95.19450,12.2,323.7,328,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:35:00,29.70137,-94.62095,5.9,92.4,90,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:35:00,29.27248,-94.43399,6.8,97.3,99,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:35:00,29.43743,-95.43998,10.2,257.9,258,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:35:00,29.52208,-94.71106,0.2,308.0,307,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
367011500,2024-01-15T03:35:00,,,0.2,308.0,307,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:35:00,29.74423,-95.00214,0.0,337.7,336,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:35:00,29.53162,-94.45511,6.2,27.4,25,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:40:00,29.36049,-95.70308,12.9,266.1,265,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:40:00,30.22771,-95.20242,9.9,329.2,330,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:40:00,29.70204,-94.61496,3.8,77.9,82,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:40:00,29.27226,-94.43088,2.0,97.0,94,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:40:00,29.43373,-95.45413,9.3,248.7,253,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:40:00,29.52208,-94.71106,0.0,313.2,316,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:40:00,29.74423,-95.00214,0.0,343.6,340,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:40:00,29.53842,-94.44983,5.9,33.7,34,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:45:00,29.35487,-95.72322,13.3,256.6,252,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:45:00,30.24141,-95.20669,10.2,345.4,344,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:45:00,29.70372,-94.60553,6.0,81.2,78,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:45:00,29.27229,-94.42496,3.7,85.9,89,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:45:00,29.43249,-95.47085,10.5,264.0,265,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:45:00,29.52212,-94.71110,0.0,316.3,316,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:45:00,29.74423,-95.00214,0.0,343.1,347,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
367445090,2024-01-15T03:45:00,29.54367,-94.44405,5.2,44.2,43,LONE FISHER,,,30,0,20,7,2.8,,B
366999001,2024-01-15T03:50:00,29.34707,-95.74373,14.0,247.5,246,GULF VOYAGER,9134221,WDA2911,70,0,180,28,9.2,70,A
367123450,2024-01-15T03:50:00,30.25628,-95.20954,10.9,349.1,350,TEXAS STAR,9256677,WDB5522,80,0,250,44,12.5,80,A
368080720,2024-01-15T03:50:00,29.70316,-94.59473,6.8,91.1,93,BAYOU TUG 7,,WDC7003,52,0,32,11,4.0,,A
367777123,2024-01-15T03:50:00,29.27113,-94.41925,3.7,98.9,103,MISS GALVESTON,,WDD1180,30,0,24,8,3.1,,B
366515000,2024-01-15T03:50:00,29.43259,-95.48295,7.6,275.1,270,PORT PILOT II,9051234,WDE4410,60,0,45,12,3.8,60,A
367011500,2024-01-15T03:50:00,29.52255,-94.71152,0.4,322.4,319,ANCHOR QUEEN,9330012,WDF2277,80,1,230,40,13.0,80,A
368112900,2024-01-15T03:50:00,29.74454,-95.00225,0.2,342.1,343,HARBOR MOOR,,WDG9001,52,5,30,10,3.5,,A
